sentiment,text,cleaned_text
negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,pretax loss totaled eur mn compared loss eur mn corresponding period
negative,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,pretax loss totalled eur mn compared profit eur mn
negative,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",pretax loss totalled eur mn compared loss eur mn corresponding period
negative,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,pretax profit totaled eur mn compared eur mn first quarter
negative,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",publishing sweden operating loss eur mn q compared profit eur mn year ago
positive,Raisio 's malting capacity was in full use in 2008 .,raisio malting capacity full use
negative,"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .",raw materials prices surged past year fueled part rapid industrialization china india developing nations
negative,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,rivals say qualcomm fewer patents g phones earlier versions lower rates
negative,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,company reported today operating loss eur net sales eur first quarter
negative,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",company annual loss amounted eek mn compared profit eek mn
negative,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",fair value change investment properties eur mn compared eur mn third quarter
neutral,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,impact cableway teleste net sales estimated eur million
negative,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,stock hit profit warning finnish rival rautaruukki oyj omx rtrks
negative,Finnish Bank of +_land +_landsbanken has issued a profit warning .,finnish bank land landsbanken issued profit warning
negative,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,finnish forest machinery manufacturer ponsse issued profit warning
negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",cerberus capital management lp backed printing paper maker newpage corp posted mixed second quarter results casting cloud planned initial public offering
negative,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",finnish electronics manufacturing services ems company elcoteq se posted net loss mln euro mln first half compared net profit mln euro mln period
negative,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,finnish laboratory liquid handling diagnostic test systems developer biohit oyj omx helsinki biobv issued tuesday june profit warning financial year
negative,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,finnish retail software developer aldata solution oyj reported net loss mln euro mln versus net profit mln euro mln
negative,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",finnish textiles clothing group marimekko oyj posted net profit mln euro mln compared mln euro mln
negative,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",stora enso net loss eur million compared eur million previous year
negative,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",january june diluted loss per share stood eur versus eur first half
negative,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",october upm reported third quarter net loss euro million million compared net profit euro million
negative,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,operating loss amounted eur mn compared profit eur mn second quarter
negative,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",operating loss non recurring items eur mn compared profit eur mn
negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",operating profit margin compared year earlier
negative,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,operating profit eur mn compared eur mn
negative,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",operating result showed loss eur mn year showed profit eur mn
negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,performance impacted consolidation trend telecom sector overall structural changes contract manufacturing market telecommunications technology industrial electronics
negative,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",salcomp oyj finnish maker mobile phone chargers monday posted eur million loss second quarter compared million profit period previous year
negative,Scanfil has also issued a profit warning .,scanfil also issued profit warning
negative,Scanfil issued a profit warning on 10 April 2006 .,scanfil issued profit warning april
negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",operating loss amounted eur mn compared profit eur mn year earlier
negative,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",period end cash cash equivalents totaled eur compared eur previous year
negative,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",poorest index figure given finnish power company fortum
negative,The real estate company posted a net loss of +  x201a -õ 59.3 million +  x201a -õ 0.21 per share compared with a net profit of +  x201a -õ 31 million +  x201a -õ 0.11 per share for the corresponding quarter of 2007 .,real estate company posted net loss x million x per share compared net profit x million x per share corresponding quarter
negative,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",tightened competition situation production automation market affected net sales cencorp said
negative,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",tietoenator pct extending recent lows last week second quarter report dealers said
positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,operating profit excluding restructuring costs grew eur million eur million operating profit including restructuring costs showed even larger growth eur million eur million
positive,"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",china based operation enable us fully leverage resources expertise wireless solutions also strengthen capability offer industry leading products customers china
positive,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",cost cutting measures produced around eur savings past nine months dampened airline loss finnair said
positive,The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,groups turnover full fiscal year expected show slight increase previous fiscal year
positive,The talks are aimed at restructuring operations and cutting costs .,talks aimed restructuring operations cutting costs
neutral,"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+Æki Oyj 's CEO Jukka Moisio .",transaction supports huhtamaki strategic review rigid plastic consumer goods operations says huhtam ki oyj ceo jukka moisio
positive,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",consolidated operating profit excluding one items eur mn eur mn year earlier
positive,EBIT excluding non-recurring items was estimated to increase from 2009 .,ebit excluding non recurring items estimated increase
neutral,"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",february new wording identity documents act makes mobile id state approved electronic document february st entered force
positive,Lean System supports change management and component purchasing extremely well .,lean system supports change management component purchasing extremely well
positive,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,operating profit excluding non recurring items increased eur mn eur mn corresponding period
neutral,The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,planned ethanol energy production plant operate correlation waste treatment unit paper mill
positive,This transaction will also rationalize our pulp and paper industry related solutions .,transaction also rationalize pulp paper industry related solutions
positive,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,cash flow business operations totalled eur mn compared negative eur mn first half
positive,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",cash flow operations totalled eur mn compared negative eur mn corresponding period
positive,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",cash flow operations totalled eur mn compared negative eur mn second quarter
positive,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",ebit excluding non recurring items totalled eur mn eur mn
positive,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",finnish energy company fortum oyj said november granted environmental permit build biofuel fired combined heat power chp plant vartan harbor eastern stockholm
positive,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",following transaction lundbeck worldwide rights nalmefene excluding north america mexico turkey south korea
positive,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,nokia pct eur kicking morning negative territory
positive,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",return investment compared negative
positive,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,district court helsinki dismissed charges court first instance
positive,"Thus the method will cut working costs , and will fasten the planning and building processes .",thus method cut working costs fasten planning building processes
positive,"By cutting the number of plants , the group will trim fixed costs .",cutting number plants group trim fixed costs
neutral,Results are expected late in 2006 .,results expected late
neutral,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",copying republication redistribution afx news content including framing similar means expressly prohibited without prior written consent afx news
neutral,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",company reported profit euro mln sale varesvuo partners sub group loss euro caused sale program production subsidiary oy filmiteollisuus fine ab
negative,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",far norwegian norske skog reduced staff levels people plans reduce production tons finnish swedish stora enso cut staff people production tons
neutral,The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,extracted filtrates high clarity dried filter cakes meet required transport moisture limits tmls ore grades
negative,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,march finnish electronics contract manufacturer scanfil oyj hel scf v said today plan merge wholly owned scanfil ems group ojala yhtyma oy hit snag shareholders domestic rival rejected deal
neutral,"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",part new strategy finnish biohit planning incorporate diagnostics business separate limited company
neutral,Finnish Benefon denies claims made in the press that the company is giving up its mobile handset business .,finnish benefon denies claims made press company giving mobile handset business
neutral,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",split number k shares number shares
neutral,All reproduction for further distribution is prohibited .,reproduction distribution prohibited
neutral,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,consequence works council withdrawn petition suspend reorganisation
neutral,During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .,negotiations reduction persons taken place natural redundancy termination fixed term contracts
negative,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,elisa ceo sami seppanen said emt slogan best coverage across estonia clearly gives misleading information consumers
neutral,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",established srv group private finnish construction concern operations finland baltic countries russia
negative,"In this case , the effect would be negative in Finland .",case effect would negative finland
neutral,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",initial estimated total value contract euros excluding vat
neutral,"It would be premature to talk about dates , volume and the investment procedure , '' he said .",would premature talk dates volume investment procedure said
neutral,"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",mr clausen however refused comment option nordea would consider buying citadele bank
neutral,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,nokia capcom announced resident evil degeneration released n gage later year
negative,Nokia will certainly disagree with Qualcomm 's views on the patent situation .,nokia certainly disagree qualcomm views patent situation
neutral,Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,olli pekka kallasvuo elected vice chairman board
neutral,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,olli pekka laine appointed chairman erkki pehu lehtonen vice chairman board
negative,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",outokumpu steel mill tornio finland suspected source
negative,Possible personnel reductions concern approximately 104 people .,possible personnel reductions concern approximately people
neutral,Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,risk exposure non life insurance moving month expenses function non life insurance excluding expenses investment management expenses services rendered non life insurance investment portfolio allocation
neutral,"Secure your files online Like filling out a tax return , making a backup is boring .",secure files online like filling tax return making backup boring
negative,"That 's what I go to bed worrying about every night , ' he said .",go bed worrying every night said
neutral,"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",challenge company however finding new sources raw material said risto rinne ceo neste oil
negative,The company initially estimated that it would cut up to 30 jobs .,company initially estimated would cut jobs
neutral,"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",company try adapt operations temporary lay offs different duration working hour arrangements training development efforts
neutral,"The effect may remain short-lived , however .",effect may remain short lived however
neutral,The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,ipad application joins iphone app part monster range mobile applications job hunting
neutral,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,issue came connection discussion local municipalities concerning sale water industrial facilities
negative,The number of bodily injury cases quadrupled in 2000-2006 .,number bodily injury cases quadrupled
neutral,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",purchase price paid cash upon closure transaction scheduled april
neutral,"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",size extension already let gross area sq sq ft
neutral,The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,symbian foundation plans revise procedures testing signing software digitally signing trojan symbian mobile phone operating system mistake
neutral,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,terms conditions stock option scheme available company internet pages www sanoma com
neutral,"The third applicant , Fortum , was dropped .",third applicant fortum dropped
neutral,"Tieto 's service is also used to send , process and receive materials related to absentee voting .",tieto service also used send process receive materials related absentee voting
neutral,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",trading code eli v number shares price share gratuitous transfer elisa holds total shares
neutral,"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",wife looking forward getting paycheck quipped recently six knot current swirled around anchored heavily sponsored jet sled
neutral,"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",high figure european scale noop said recalling however also includes beer bought finnish tourists
neutral,"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",tweeple check following cautious clicking urls tinyurls
neutral,`` We have the most expensive water brand in Finland at the moment . '',expensive water brand finland moment
neutral,15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,september finnish electrical components maker salcomp oyj hel sal v announced today launch latest twist charger platform
neutral,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",total stock options issued stock option scheme
neutral,"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",worm set activate friday corrupt documents using common file types including
negative,"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Æmeri , the Northernmost part of the Gulf of Bothnia .",according swedish authorities traces toxic osmium tetroxide found coast per meri northernmost part gulf bothnia
negative,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,finnish airline finnair starting temporary layoffs cabin crews february
neutral,Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,finnish energy company fortum set new stricter target limits short term carbon dioxide emissions heat electricity production
negative,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",finnish food workers union sel plans hasten collective bargaining two day strike would begin april finland
neutral,Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,finnish honkarakenne specialises building log houses planning use pine russian karelia
neutral,"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",finnish konecranes trying acquire italian fantuzzi manufacturer gantry cranes reach stackers
negative,Finnish M-real 's Kyro mill is starting negotiations to cut staff .,finnish real kyro mill starting negotiations cut staff
neutral,Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,finnish nordic aluminium starting employer employee negotiations finland concern staff groups
neutral,Finnish publishing and printing group Ilkka-Yhtym+Æ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,finnish publishing printing group ilkka yhtym introduced staff smoking ban beginning company three newspapers
neutral,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,finnish stockmann group mail order unit hobby hall launched trial marketing campaign russia
negative,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",finnish suominen flexible packaging cutting jobs unit tampere two nastola finland
negative,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",finland media group talentum start personnel negotiations cut staff parent company talentum publishing unit talentum media
negative,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",according laavainen raisio food marketing used reactive inconsistent
neutral,"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",according prosecutor share transactions carried hk ruokatalo proceeded negotiations concerning acquisition swedish meats
neutral,"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",according tiimari consumers advised cut away rabbits bow tie contains formadehyde dispose
neutral,All other charges were dismissed .,charges dismissed
neutral,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",alpina sports lebanon new hampshire usa based distributor e g alpina ski shoes skis exel ski poles start ski waxes also peltonen cross country skis
neutral,Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,among biggest christmas sellers satin bow shift dress styled outfits worn victoria beckham paris hilton prom dress
neutral,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",among scandinavian companies present st petersburg also named swedish concern ncc implements projects field asphalt production road housing construction project swedish krona
neutral,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,international conference call audio webcast concerning financial result january march begin eet
neutral,Another problem is cola-flavoured long drinks .,another problem cola flavoured long drinks
neutral,Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,antniemi refuted report finnish daily turun sanomat company reorganizing operations baltic countries
negative,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",antti orkola president kemira growhow industrial solutions unit told thomson financial news company put opening mine prices phosphate quite depressed long time
negative,Applying for summer work is seen as laborious and stressful .,applying summer work seen laborious stressful
negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,arcelormittal chief executive officer lakshmi mittal already cut output furnaces
neutral,"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",part plan board directors decided transfer maximum shares held company share issue payment directed aspo management oy holding company acquired management
negative,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",result people made redundant total persons laid temporarily
neutral,"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",result started negotiations banks provisional amendments concerning covenants credit terms
negative,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,result negotiations company decided make people redundant financial production grounds
negative,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",production products continue normally temporary lay offs concern simultaneously employees
neutral,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,atria said offer would give swedish company continued ownership control slaughtering cutting operations
neutral,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",aug curbed delivered newstex latest racked covering shopping retail sidewalks
neutral,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,bertrand sciard vice chairman board directors aldata solution since april
neutral,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,bovine slaughtering cutting kuopio facility transferred kauhajoki slaughterhouse
negative,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,chief executive officer olli pekka kallasvuo changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple iphone rim blackberry
negative,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",cuts equivalent costs employees target company said
negative,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,eb announced stock exchange release november th j bergqvist resigned chairmanship membership board eb
neutral,"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",finland based international machinery rental company ramirent plc omx helsinki rmr v said friday may president ceo kari kallio informed board intention retire year
neutral,Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,finnish electrical components maker salcomp oyj hel sal v announced today launch latest twist charger platform
negative,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",finnish soapstone processing fireplaces maker tulikivi oyj said february would cut less jobs fireplace sales organization production facilities subsidiary kermansavi oy
negative,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",finnish suominen flexible packaging ltd owned local textile company suominen corporation group hel suy v said today would start employee negotiations concerning entire personnel finland
negative,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",finnish vaahto group provides paper making technology process machinery starting negotiations concerning temporary lay offs employees company plants hollola tampere finland
neutral,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",fortum looking invest several new production units including new waste fired unit brista combined heat power chp plant biofuels based production unit vartan chp plant
neutral,GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,get midnighttrader realtime report delayed
neutral,Global life science industry is strictly regulated by international and national authorities .,global life science industry strictly regulated international national authorities
negative,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,said losing five families month economy many make alternative arrangements save money
neutral,His resignation will take effect immediately .,resignation take effect immediately
neutral,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",huhtamaki rigid plastic consumer goods operations mainly europe separated new reporting segment january
negative,"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",addition production varpaisj rvi factory stopped beginning april
negative,In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,addition production personnel sport division given temporary lay warning
neutral,"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",december amer announced dismissal ceo roger talermo headed company since
neutral,"In Europe , the paper industry 's situation is paradoxical .",europe paper industry situation paradoxical
neutral,"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",parallel teliasonera decided conduct compulsory acquisition
negative,"In Sweden , there is an oversupply of pharmacies .",sweden oversupply pharmacies
negative,Incap Furniture is presently negotiating staff cuts .,incap furniture presently negotiating staff cuts
negative,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",initially company said maximum people would made redundant parent company subsidiaries
negative,It is a disappointment to see the plan folded .,disappointment see plan folded
negative,It is the most awkward thing to use if you 're holding the phone with one hand .,awkward thing use holding phone one hand
negative,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",jul police looking man say terrorized three males gunpoint east maple avenue afternoon shooting one kidnapping another
neutral,"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",jussi pesonen member sampo board since renounce seat sampo board
neutral,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,kesko previously published stock exchange release concerning deal february
negative,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,korhonen dismissed post editor chief group newspaper lapin kansa december
negative,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",last year upm cut production closed mills finland slashed jobs
neutral,Less than ten people will face pension agreements .,less ten people face pension agreements
negative,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",adp news jan finnish industrial machinery company vaahto group ltd oyj hel wat said today subsidiary vaahto ltd would cut jobs finland
negative,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",adpnews dec finnish cutlery hand tools maker fiskars oyj abp hel fisas said today make redundant total office management staff members subsidiary iittala group ltd
neutral,"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",adpnews dec finnish investment group neomarkka oyj hel nembv said today furlough employee unit reka cables ltd less days starting january
neutral,Managing Director Timo Kohtam+Æki of Lemmink+Æinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,managing director timo kohtam ki lemmink inen infra nevertheless points continued need infrastructure construction baltic markets
negative,"More than 14,000 customers were left powerless .",customers left powerless
neutral,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,mr kari stadigh carry chairman board mr matti arteva vice chairman
neutral,M-real will start statutory employer-employee negotiations at the +_+Ænekoski board mill that concern about 130 people .,real start statutory employer employee negotiations nekoski board mill concern people
neutral,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neste oil refineries combined crude oil refining capacity approximately barrels day
neutral,"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",new chairman board directors mr chaim katzman give presentation answer questions
neutral,Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,nokia inaugurated manufacturing plant near chennai mar
neutral,Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,nokia requesting companies stop making selling mobile phones pay monetary damages costs
neutral,"On 20 March 2006 , Stora Enso refused to comment the news in any way .",march stora enso refused comment news way
